rho,tol,method,instance,cpuTime,rawMVP,outerIterations,proxResidual,relativeRecoveryError,relativeFunctionGap,success
0.05,0.0001,PSSgb-L-BFGS,7,0.3961814,28,11,0.00452018876869497,0.18681882596673,1.96611126380536e-05,1
0.05,0.0001,PSSgb-L-BFGS,8,0.4138697,28,11,0.00598027925990315,0.178513706116276,3.42423230478317e-05,1
0.05,0.0001,PSSgb-L-BFGS,9,0.3656536,26,11,0.00289279506698093,0.156606961987641,7.82163041222496e-06,1
0.05,0.0001,PSSgb-L-BFGS,10,0.3541177,24,10,0.00632346380576023,0.19715009052935,3.80868126952851e-05,1
0.05,0.0001,PSSgb-CG,1,0.7010978,138,7,0.00698624125239876,0.182751867773258,4.62771171716728e-05,1
0.05,0.0001,PSSgb-CG,2,0.7371702,158,8,0.00282031150612657,0.184263656233642,8.9661765116473e-06,1
0.05,0.0001,PSSgb-CG,3,0.7435013,156,8,0.00281546623812972,0.182088854545133,8.7228325530522e-06,1
0.05,0.0001,PSSgb-CG,4,0.7169284,156,8,0.00166051552197858,0.185976868077194,2.82117658426221e-06,1
0.05,0.0001,PSSgb-CG,5,0.7601502,158,8,0.00203705178199653,0.180692441385862,4.48615793681538e-06,1
0.05,0.0001,PSSgb-CG,6,0.7388858,156,8,0.00140403490151633,0.171179595632413,2.12789355787533e-06,1
0.05,0.0001,PSSgb-CG,7,0.72154,158,8,0.00241190510248228,0.185843039310627,6.08243961019855e-06,1
0.05,0.0001,PSSgb-CG,8,0.7429359,156,8,0.00114493802385514,0.177436177459055,1.39442405150174e-06,1
0.05,0.0001,PSSgb-CG,9,0.7224126,138,7,0.00827173800997153,0.154472386158059,7.48420596707351e-05,1
0.05,0.0001,PSSgb-CG,10,0.6871748,138,7,0.00435270119397528,0.197237166064872,1.72014609357375e-05,1
0.05,0.0001,FAST-2CDA-E,1,0.3330641,8,7,5.89391018255454e-10,0.184687986643962,-2.05528875443626e-16,1
0.05,0.0001,FAST-2CDA-E,2,0.3478448,10,9,3.56031341650821e-05,0.184568779557714,1.52883536215258e-09,1
0.05,0.0001,FAST-2CDA-E,3,0.3256482,8,7,4.68624214793967e-05,0.182326437993337,2.69842757916291e-09,1
0.05,0.0001,FAST-2CDA-E,4,0.3157474,8,7,5.50535477739464e-05,0.186115205293888,3.41519369474441e-09,1
0.05,0.0001,FAST-2CDA-E,5,0.3258912,8,7,9.16346921143092e-05,0.180890747201358,1.07036796043005e-08,1
0.05,0.0001,FAST-2CDA-E,6,0.3144334,8,7,3.66591172234338e-05,0.171256629053612,1.67594808478469e-09,1
0.05,0.0001,FAST-2CDA-E,7,0.3340971,9,8,2.80240800497827e-05,0.186039722226948,9.71205083081098e-10,1
0.05,0.0001,FAST-2CDA-E,8,0.3246638,8,7,6.14518634907741e-05,0.17750180353851,4.5227772803874e-09,1
0.05,0.0001,FAST-2CDA-E,9,0.3159852,8,7,5.96669402314169e-05,0.15692484140854,4.69850200580217e-09,1
0.05,0.0001,FAST-2CDA-E,10,0.3233654,8,7,5.86882180785575e-05,0.198024125069639,3.87759206169473e-09,1
0.05,0.0001,SpaRSA,1,0.4821172,34,10,0.00578452864720811,0.18297892352053,3.3186978786783e-05,1
0.05,0.0001,SpaRSA,2,0.553826,40,12,0.00318019168177327,0.183749829673304,1.07223688577423e-05,1
0.05,0.0001,SpaRSA,3,0.5641252,40,12,0.00295073384643902,0.181465177054099,8.78149678029451e-06,1
0.05,0.0001,SpaRSA,4,0.5384031,40,12,0.00356614571872822,0.184985861163867,1.2088934788903e-05,1
0.05,0.0001,SpaRSA,5,0.5664437,40,12,0.00375747532856998,0.180175170730293,1.54743013872831e-05,1
0.05,0.0001,SpaRSA,6,0.5396681,40,12,0.00330695139486609,0.170351943033705,1.11990365615613e-05,1
0.05,0.0001,SpaRSA,7,0.5377787,40,12,0.00359539746341995,0.184810404107743,1.27486366821643e-05,1
0.05,0.0001,SpaRSA,8,0.5699336,40,12,0.00335010848230213,0.176687465459426,1.12028674107844e-05,1
0.05,0.0001,SpaRSA,9,0.5381522,40,12,0.00655874904250532,0.155805793626419,5.00704137372445e-05,1
0.05,0.0001,SpaRSA,10,0.4835121,34,10,0.00621836909809764,0.199972550835851,4.19177213538329e-05,1
0.05,0.0001,TMAP-CG,1,0.5688029,193,6,5.60683634360995e-07,0.184687756707245,3.24941152076373e-13,1
0.05,0.0001,TMAP-CG,2,0.5754914,191,6,5.13621279312967e-05,0.184560880178332,2.8894801243212e-09,1
0.05,0.0001,TMAP-CG,3,0.580753,191,6,8.2934741023033e-05,0.182311024994148,7.57428565802539e-09,1
0.05,0.0001,TMAP-CG,4,0.5363382,188,6,5.45713238682385e-07,0.186102052532559,3.16692320492931e-13,1
0.05,0.0001,TMAP-CG,5,0.5461213,188,6,7.54083908222993e-06,0.180864038836682,6.15886418044406e-11,1
0.05,0.0001,TMAP-CG,6,0.5932879,191,6,4.07390960127702e-05,0.171242057067807,1.61441266367419e-09,1
0.05,0.0001,TMAP-CG,7,0.5889235,191,6,0.000139630353252784,0.186025887508049,2.02049866668586e-08,1
0.05,0.0001,TMAP-CG,8,0.7641477,250,7,8.41150553664781e-07,0.177490160552817,8.05133454672125e-13,1
0.05,0.0001,TMAP-CG,9,0.6636688,198,6,0.000234336929630558,0.156907422942449,6.43502430760453e-08,1
0.05,0.0001,TMAP-CG,10,0.513607,166,5,0.0065897927591872,0.196961481795536,3.94842228131005e-05,1
0.05,0.0001,TMAP-L-BFGS,1,0.3041837,38,15,0.00996542889912902,0.183524248345629,7.93900688445349e-05,1
0.05,0.0001,TMAP-L-BFGS,2,0.2768494,34,14,0.00746981870992356,0.184194715188389,6.04374028700904e-05,1
0.05,0.0001,TMAP-L-BFGS,3,0.2906622,35,14,0.00782206835021072,0.182609735710177,7.39199272172457e-05,1
0.05,0.0001,TMAP-L-BFGS,4,0.2907974,40,15,0.00450252099377725,0.186208179303742,2.11715478309339e-05,1
0.05,0.0001,TMAP-L-BFGS,5,0.3097769,38,15,0.00851406822422662,0.180681424386614,8.70863257579982e-05,1
0.05,0.0001,TMAP-L-BFGS,6,0.2902596,38,15,0.00646717278342055,0.173025332425296,4.41770210907796e-05,1
0.05,0.0001,TMAP-L-BFGS,7,0.2914164,38,15,0.00993516388321161,0.185006692726148,9.68524654055281e-05,1
0.05,0.0001,TMAP-L-BFGS,8,0.2885683,34,14,0.00541320035575335,0.176280426869572,3.23615112169979e-05,1
0.05,0.0001,TMAP-L-BFGS,9,0.3084737,43,16,0.00527532146345287,0.155205484660217,3.49226227983454e-05,1
0.05,0.0001,TMAP-L-BFGS,10,0.2683303,32,13,0.00813674386492655,0.199664119184502,6.49816319183025e-05,1
0.05,0.0001,ASSN,1,0.5846662,57,8,0.000142653171295424,0.184652175804769,1.90380390776593e-05,1
0.05,0.0001,ASSN,2,0.5820099,63,8,0.00010050185681374,0.184537867756841,1.03373776741705e-05,1
0.05,0.0001,ASSN,3,0.6057127,63,8,0.000164715966470121,0.182265931526238,2.15121168958223e-05,1
0.05,0.0001,ASSN,4,0.5571761,59,8,0.000155047873907518,0.186052878745574,1.97744263369969e-05,1
0.05,0.0001,ASSN,5,0.6152767,63,8,0.000137324765193548,0.180828082750522,1.7598697926734e-05,1
0.05,0.0001,ASSN,6,0.5852158,61,8,0.00018648176103975,0.171193664304189,2.91800493502727e-05,1
0.05,0.0001,ASSN,7,0.5749849,63,8,0.000153281063097463,0.185985829813635,1.97936502041631e-05,1
0.05,0.0001,ASSN,8,0.6027767,63,8,0.000108585073398029,0.177465061961213,1.33286279058421e-05,1
0.05,0.0001,ASSN,9,0.6161453,63,8,0.000186714343617338,0.15685637164175,3.09420081109019e-05,1
0.05,0.0001,ASSN,10,0.5794433,61,8,0.000140535952354869,0.197973117869699,1.57783397986478e-05,1
0.05,1e-06,PSSgb-L-BFGS,1,0.4416767,30,13,0.000535425571247949,0.172768234159974,3.71333123090169e-07,1
0.05,1e-06,PSSgb-L-BFGS,2,0.4011746,28,12,0.000494690183344717,0.167824253391298,3.62248326337616e-07,1
0.05,1e-06,PSSgb-L-BFGS,3,0.4564341,32,12,0.000601616031401875,0.210948821432892,3.74977937927158e-07,1
0.05,1e-06,PSSgb-L-BFGS,4,0.391554,28,12,0.000266462482177404,0.181416871380197,9.1290545582683e-08,1
0.05,1e-06,PSSgb-L-BFGS,5,0.4834135,34,13,0.00050150197468374,0.175238816649683,2.68752950489318e-07,1
0.05,1e-06,PSSgb-L-BFGS,6,0.4317458,30,13,0.000597162506486823,0.176078002156615,4.58287637698489e-07,1
0.05,1e-06,PSSgb-L-BFGS,7,0.4115538,28,12,0.000275519103224894,0.186019876794434,7.79127462833867e-08,1
0.05,1e-06,PSSgb-L-BFGS,8,0.4115224,28,12,0.000385519837331178,0.195478476345394,1.68404522624907e-07,1
0.05,1e-06,PSSgb-L-BFGS,9,0.4124248,28,12,0.000504348600057309,0.179521125070538,3.30985741806458e-07,1
0.05,1e-06,PSSgb-L-BFGS,10,0.4112208,28,12,0.000505572243880579,0.192470807155895,2.6717862715692e-07,1
0.05,1e-06,PSSgb-CG,1,0.8076376,178,9,7.02806749729472e-05,0.172689175128627,5.418499624867e-09,1
0.05,1e-06,PSSgb-CG,2,0.7512662,158,8,0.000399500630194497,0.167673934660341,1.75684672863821e-07,1
0.05,1e-06,PSSgb-CG,3,0.7212877,184,9,2.8539555895285e-08,0.210823060174957,1.37520108495264e-15,1
0.05,1e-06,PSSgb-CG,4,0.7551778,182,9,1.30319643213366e-05,0.181371900264958,1.57606439623785e-10,1
0.05,1e-06,PSSgb-CG,5,0.76707,180,9,0.00017372981154801,0.175308149040297,3.16483050084261e-08,1
0.05,1e-06,PSSgb-CG,6,0.7564624,158,8,0.000825204669785188,0.175943118795953,7.4736985979549e-07,1
0.05,1e-06,PSSgb-CG,7,0.7705511,178,9,0.000101053060050936,0.185951047870179,1.06427140459195e-08,1
0.05,1e-06,PSSgb-CG,8,0.7335224,158,8,0.000966033862830686,0.195349499565543,9.58776985266555e-07,1
0.05,1e-06,PSSgb-CG,9,0.7923243,180,9,0.000254555441096799,0.179421642772154,7.20399859684851e-08,1
0.05,1e-06,PSSgb-CG,10,0.7373089,158,8,0.000566537989944563,0.192262319254076,3.21019383438864e-07,1
0.05,1e-06,FAST-2CDA-E,1,0.3643203,10,9,5.9776769859779e-10,0.172691741171796,5.85062036001234e-16,1
0.05,1e-06,FAST-2CDA-E,2,0.3399768,9,8,5.98168092651137e-10,0.167704325450056,4.59309618498374e-16,1
0.05,1e-06,FAST-2CDA-E,3,0.3392222,9,8,5.68627815986518e-10,0.210823064826971,1.96457297850377e-16,1
0.05,1e-06,FAST-2CDA-E,4,0.352319,10,9,5.91211738334651e-10,0.181373043391428,0,1
0.05,1e-06,FAST-2CDA-E,5,0.3435822,9,8,5.92476748543962e-10,0.175316684015655,-4.45344579738861e-16,1
0.05,1e-06,FAST-2CDA-E,6,0.3745178,11,10,5.95501315336234e-10,0.175974211539744,5.8133045308804e-16,1
0.05,1e-06,FAST-2CDA-E,7,0.3629397,10,9,5.87088117984799e-10,0.185953091656117,6.27054794555889e-16,1
0.05,1e-06,FAST-2CDA-E,8,0.362207,10,9,5.81798402445618e-10,0.195375320260766,-4.30106550429867e-16,1
0.05,1e-06,FAST-2CDA-E,9,0.3647337,10,9,5.89825171291222e-10,0.179432951318897,-2.27232995586416e-16,1
0.05,1e-06,FAST-2CDA-E,10,0.3639448,10,9,5.83789826546012e-10,0.192288890643985,0,1
0.05,1e-06,SpaRSA,1,0.7356475,52,16,0.000429495018403201,0.172522836739705,2.08308157755036e-07,1
0.05,1e-06,SpaRSA,2,0.7241357,52,16,0.000325149120191285,0.16759866897883,1.20815367396219e-07,1
0.05,1e-06,SpaRSA,3,0.6374699,46,14,0.000539265949758736,0.210983267802074,3.35441236390116e-07,1
0.05,1e-06,SpaRSA,4,0.6976497,52,16,0.000322253097297962,0.181267890753547,1.04755723461555e-07,1
0.05,1e-06,SpaRSA,5,0.7151818,52,16,0.00031612774388258,0.175215127686041,1.03566429034006e-07,1
0.05,1e-06,SpaRSA,6,0.7234259,52,16,0.000337375864501714,0.175856177839934,1.27823957469557e-07,1
0.05,1e-06,SpaRSA,7,0.6483643,46,14,0.000342353373242789,0.185930627327909,1.27674753175575e-07,1
0.05,1e-06,SpaRSA,8,0.6510427,46,14,0.000723993778457275,0.19507325756428,6.4469394111108e-07,1
0.05,1e-06,SpaRSA,9,0.7329209,52,16,0.000448927744938605,0.179248763522829,2.32915592438976e-07,1
0.05,1e-06,SpaRSA,10,0.6489298,46,14,0.000429550549222476,0.192359543342082,2.1853328028321e-07,1
0.05,1e-06,TMAP-CG,1,0.620964,191,6,0.000291725332059104,0.172670998177988,9.08460567793185e-08,1
0.05,1e-06,TMAP-CG,2,0.8196624,281,8,0.000423484985263433,0.167679426221167,1.94261601956162e-07,1
0.05,1e-06,TMAP-CG,3,0.4291124,172,6,1.69079212136931e-07,0.210822992854927,3.08437957625091e-14,1
0.05,1e-06,TMAP-CG,4,0.5214763,190,6,5.68673595329083e-05,0.181367879142651,3.16053485243294e-09,1
0.05,1e-06,TMAP-CG,5,0.6004349,191,6,0.000207034136163383,0.175308024417909,4.39824572640648e-08,1
0.05,1e-06,TMAP-CG,6,0.5883872,191,6,1.7376902968042e-05,0.175975605161956,3.20708035561338e-10,1
0.05,1e-06,TMAP-CG,7,0.5278217,188,6,1.94876720080475e-07,0.185953053286696,4.09675799109848e-14,1
0.05,1e-06,TMAP-CG,8,0.6363863,225,7,3.44050190165205e-07,0.195375190656946,1.33763137183689e-13,1
0.05,1e-06,TMAP-CG,9,0.5990332,189,6,4.6526955054718e-07,0.179432838632892,2.64612823360382e-13,1
0.05,1e-06,TMAP-CG,10,0.575748,191,6,7.55183985693889e-05,0.192286454718687,5.39577472876649e-09,1
0.05,1e-06,TMAP-L-BFGS,1,0.3891396,47,20,0.000745586685861584,0.172648447708026,5.95967493476812e-07,1
0.05,1e-06,TMAP-L-BFGS,2,0.3088807,36,16,0.000907844386367771,0.167706424431913,8.96812429461975e-07,1
0.05,1e-06,TMAP-L-BFGS,3,0.3315955,43,18,0.000814792154320563,0.210685363368696,6.19874148104869e-07,1
0.05,1e-06,TMAP-L-BFGS,4,0.3136245,42,17,0.00082122961763011,0.181345935306925,6.65539728986248e-07,1
0.05,1e-06,TMAP-L-BFGS,5,0.3508924,43,19,0.000685265966975941,0.175376091398546,5.08557978123014e-07,1
0.05,1e-06,TMAP-L-BFGS,6,0.3574428,43,19,0.000702840015229734,0.176017985608099,5.26734513269848e-07,1
0.05,1e-06,TMAP-L-BFGS,7,0.3494728,43,18,0.00088755030159874,0.185754323953672,7.92583542867958e-07,1
0.05,1e-06,TMAP-L-BFGS,8,0.3284256,38,17,0.000743313911734183,0.195684160553934,6.4067169303831e-07,1
0.05,1e-06,TMAP-L-BFGS,9,0.3896383,47,20,0.000930949155205046,0.179329747350451,8.89758880671334e-07,1
0.05,1e-06,TMAP-L-BFGS,10,0.3482272,42,18,0.000973244532429094,0.192342723112119,9.57983834280138e-07,1
0.05,1e-06,ASSN,1,0.6925538,73,9,1.00251962943919e-06,0.172691440814057,9.01866649518915e-08,1
0.05,1e-06,ASSN,2,0.6678907,73,9,7.10275667067685e-07,0.167704196660573,6.18970415263619e-08,1
0.05,1e-06,ASSN,3,0.5897245,67,9,2.95688912715167e-07,0.210823052408526,9.18230624647008e-09,1
0.05,1e-06,ASSN,4,0.6223585,71,9,9.25031543335636e-07,0.181372841138953,6.83312848914553e-08,1
0.05,1e-06,ASSN,5,0.6432555,73,9,6.7079622577498e-07,0.175316525823794,6.00055537649304e-08,1
0.05,1e-06,ASSN,6,0.6633364,73,9,8.3495541408195e-07,0.175974015991629,7.45338478076656e-08,1
0.05,1e-06,ASSN,7,0.6474044,69,9,3.89142919628246e-07,0.185953078743483,2.03292299364197e-08,1
0.05,1e-06,ASSN,8,0.6476333,73,9,2.89712098485842e-07,0.195375311793959,1.33281643653146e-08,1
0.05,1e-06,ASSN,9,0.682208,73,9,5.34933001386278e-07,0.179432894247928,2.9233495341903e-08,1
0.05,1e-06,ASSN,10,0.6507049,69,9,8.09556337122508e-07,0.192288669981761,6.14798338236308e-08,1
0.1,0.01,PSSgb-L-BFGS,1,0.3135448,22,9,0.0798426224311269,0.249695457264842,0.00256086937458911,1
0.1,0.01,PSSgb-L-BFGS,2,0.3239753,22,9,0.129983462100656,0.215520509078111,0.00854446527684988,1
0.1,0.01,PSSgb-L-BFGS,3,0.4433141,30,10,0.0749562712605652,0.268995720662922,0.00270641809971375,1
0.1,0.01,PSSgb-L-BFGS,4,0.3262903,22,9,0.0749306761015519,0.239913811520316,0.00240832831343019,1
0.1,0.01,PSSgb-L-BFGS,5,0.3138043,22,9,0.0943262172662759,0.217900658543453,0.00380940611670349,1
0.1,0.01,PSSgb-L-BFGS,6,0.324723,22,9,0.0479059242554846,0.274764406941354,0.000910627483082815,1
0.1,0.01,PSSgb-L-BFGS,7,0.3140725,22,9,0.110347569764034,0.209140535898645,0.00572583380671042,1
0.1,0.01,PSSgb-L-BFGS,8,0.3089792,22,9,0.0699058459611197,0.229688985359886,0.00260958297245275,1
0.1,0.01,PSSgb-L-BFGS,9,0.3273608,22,9,0.138727185606843,0.193125494589519,0.00868105032836853,1
0.1,0.01,PSSgb-L-BFGS,10,0.3163003,22,9,0.0769751580473354,0.215242902803197,0.0028727469354089,1
0.1,0.01,PSSgb-CG,1,0.7905432,144,7,0.0433369725554401,0.245369552073089,0.000854050123226413,1
0.1,0.01,PSSgb-CG,2,0.8887684,146,7,0.139773275477013,0.175537950284237,0.00875331682024272,1
0.1,0.01,PSSgb-CG,3,0.7863642,144,7,0.0388748732704142,0.239919268894626,0.000712461151688762,1
0.1,0.01,PSSgb-CG,4,0.7916238,144,7,0.0381068743400608,0.228988901266968,0.000703135949701194,1
0.1,0.01,PSSgb-CG,5,0.8470827,146,7,0.100347770765232,0.194840873467306,0.0043612353598452,1
0.1,0.01,PSSgb-CG,6,0.7624418,144,7,0.0309946958919397,0.261028211465548,0.000431932397215985,1
0.1,0.01,PSSgb-CG,7,0.8671547,146,7,0.117651426118276,0.185339965471943,0.00611363889203164,1
0.1,0.01,PSSgb-CG,8,0.7871888,144,7,0.0344351495275852,0.218549452535957,0.000626367503885593,1
0.1,0.01,PSSgb-CG,9,0.8808241,146,7,0.0982709392433605,0.188194675978751,0.00435019916321406,1
0.1,0.01,PSSgb-CG,10,0.83223,146,7,0.0902514137567124,0.192359601288175,0.0036840835992962,1
0.1,0.01,FAST-2CDA-E,1,0.3815605,11,10,0.00809072440538217,0.261453339570844,4.39115834990953e-05,1
0.1,0.01,FAST-2CDA-E,2,0.4136856,12,11,0.00904136449372826,0.223895338454228,6.50496650440928e-05,1
0.1,0.01,FAST-2CDA-E,3,0.3904689,11,10,0.00880631403604248,0.255409365472399,5.06615289072874e-05,1
0.1,0.01,FAST-2CDA-E,4,0.4075367,12,11,0.00625986783623794,0.24238245292729,2.42154655786689e-05,1
0.1,0.01,FAST-2CDA-E,5,0.3880275,11,10,0.00921689376024408,0.228621037193873,5.85418560852175e-05,1
0.1,0.01,FAST-2CDA-E,6,0.3726895,10,9,0.00956108112547111,0.272185142131957,5.37997068352605e-05,1
0.1,0.01,FAST-2CDA-E,7,0.3913413,11,10,0.00803639067982851,0.226469290603919,4.44947278565805e-05,1
0.1,0.01,FAST-2CDA-E,8,0.3831497,11,10,0.00587209331357131,0.230909595084298,2.22642610162806e-05,1
0.1,0.01,FAST-2CDA-E,9,0.4143709,12,11,0.00616342123786102,0.221231007751075,2.90216331610656e-05,1
0.1,0.01,FAST-2CDA-E,10,0.3890298,11,10,0.00598211762713018,0.222582166103024,2.43372980678865e-05,1
0.1,0.01,SpaRSA,1,0.4692324,34,10,0.0725986853397862,0.279534455228547,0.00328988389694234,1
0.1,0.01,SpaRSA,2,0.4825688,34,10,0.107835147652554,0.248973708578943,0.00812935110691818,1
0.1,0.01,SpaRSA,3,0.4834045,34,10,0.071444110407498,0.253770791805437,0.00256596525640894,1
0.1,0.01,SpaRSA,4,0.4845481,34,10,0.0775025401422332,0.247203557760225,0.00315209044191049,1
0.1,0.01,SpaRSA,5,0.4690231,34,10,0.086599017170046,0.228141557065142,0.00399602724909262,1
0.1,0.01,SpaRSA,6,0.4869822,34,10,0.0557620783902973,0.264653788308615,0.00144001628217908,1
0.1,0.01,SpaRSA,7,0.4700458,34,10,0.0984537479256279,0.227337964476019,0.00540323568368444,1
0.1,0.01,SpaRSA,8,0.4655985,34,10,0.0849186232899524,0.223731839277742,0.00378160130022637,1
0.1,0.01,SpaRSA,9,0.4819842,34,10,0.0962704823574026,0.233777550149674,0.00552121847393667,1
0.1,0.01,SpaRSA,10,0.4724613,34,10,0.0992167586841153,0.204333505971885,0.00517576637611331,1
0.1,0.01,TMAP-CG,1,0.671193,181,5,0.0630348158931865,0.24494358459081,0.00161750093945283,1
